Zipcode	Category	Proportion	Prevelance	COUNTYNAME
33759	Non-white	0.09	6.8490897126562835	Pinellas
33760	Non-white	0.25	6.806645131518228	Pinellas
33761	Non-white	0.05	5.2440133373749624	Pinellas
33763	Non-white	0.06	5.0076026355803345	Pinellas
33764	Non-white	0.08	6.526354319180087	Pinellas
33765	Non-white	0.1	7.236842105263158	Pinellas
33767	Non-white	0.05	7.353730542136338	Pinellas
33770	Non-white	0.09	5.873737184061291	Pinellas
33771	Non-white	0.07	6.300016466326362	Pinellas
33772	Non-white	0.05	6.261621621621622	Pinellas
33773	Non-white	0.12	7.473714123330491	Pinellas
33774	Non-white	0.09	6.13361330607283	Pinellas
33776	Non-white	0.03	5.8645841007883295	Pinellas
33777	Non-white	0.07	7.6725579173632665	Pinellas
33778	Non-white	0.15	6.946920861335894	Pinellas
33781	Non-white	0.18	6.879626649501127	Pinellas
33782	Non-white	0.13	6.505140127116836	Pinellas
33785	Non-white	0.02	5.541237113402062	Pinellas
33801	Non-white	0.19	6.499854524294443	Polk
33803	Non-white	0.11	6.4969450101833	Polk
33805	Non-white	0.44999999999999996	9.784950448509539	Polk
33809	Non-white	0.14	7.651497676870861	Polk
33810	Non-white	0.18	0.007821818964000079	Hillsborough
33810	Non-white	0.18	0.007821818964000079	Polk
33810	Non-white	0.18	7.164786171024072	Hillsborough
33810	Non-white	0.18	7.164786171024072	Polk
33811	Non-white	0.09	7.8993406001884	Polk
33813	Non-white	0.08	6.934631286962893	Polk
33815	Non-white	0.33999999999999997	7.446527594401902	Polk
33823	Non-white	0.12	7.321136397441618	Polk
33825	Non-white	0.22999999999999998	0	Hardee
33825	Non-white	0.22999999999999998	0	Highlands
33825	Non-white	0.22999999999999998	0	Polk
33825	Non-white	0.22999999999999998	6.794095382286147	Hardee
33825	Non-white	0.22999999999999998	6.794095382286147	Highlands
33825	Non-white	0.22999999999999998	6.794095382286147	Polk
33825	Non-white	0.22999999999999998	0.27252081756245267	Hardee
33825	Non-white	0.22999999999999998	0.27252081756245267	Highlands
33825	Non-white	0.22999999999999998	0.27252081756245267	Polk
33830	Non-white	0.24	9.140008309098462	Polk
33837	Non-white	0.15	10.063981197362407	Polk
33843	Non-white	0.12	7.931472081218274	Polk
33844	Non-white	0.24000000000000002	10.618239285033106	Polk
33850	Non-white	0.26	7.364247957712639	Polk
33852	Non-white	0.060000000000000005	6.2040855016825445	Highlands
33853	Non-white	0.29	8.120868744098205	Polk
33860	Non-white	0.12	6.719220615029934	Polk
33870	Non-white	0.19	8.719260455932508	Highlands
33872	Non-white	0.1	5.740124348426804	Highlands
33873	Non-white	0.09	11.304900437791272	Hardee
33875	Non-white	0.05	5.502516924145113	Highlands
33880	Non-white	0.19999999999999998	7.944421135763468	Polk
33881	Non-white	0.34	10.984274898078043	Polk
33884	Non-white	0.12	7.536150410693651	Polk
33897	Non-white	0.11	7.739978902953587	Polk
33898	Non-white	0.12	0	Osceola
33898	Non-white	0.12	0	Polk
33898	Non-white	0.12	5.108971708700018	Osceola
33898	Non-white	0.12	5.108971708700018	Polk
33901	Non-white	0.26	9.25856581164576	Lee
33903	Non-white	0.05	5.596504391578762	Lee
33904	Non-white	0.04	6.549572154667696	Lee
33905	Non-white	0.11	7.516270137629361	Lee
33907	Non-white	0.14	7.712145400957877	Lee
33908	Non-white	0.04	7.901295429025279	Lee
33909	Non-white	0.09	8.088188976377953	Lee
33912	Non-white	0.04	14.480317494368766	Lee
33913	Non-white	0.12	6.75765776365847	Lee
33914	Non-white	0.06	7.222904312844491	Lee
33916	Non-white	0.47	9.772353153731883	Lee
33917	Non-white	0.06	0.013311591067922393	Charlotte
33917	Non-white	0.06	0.013311591067922393	Lee
33917	Non-white	0.06	5.194848414256715	Charlotte
33917	Non-white	0.06	5.194848414256715	Lee
33919	Non-white	0.04	6.317177711836465	Lee
33928	Non-white	0.05	6.85334712223062	Lee
33935	Non-white	0.07	0.11057712754646365	Glades
33935	Non-white	0.07	0.11057712754646365	Hendry
33935	Non-white	0.07	7.93178241823672	Glades
33935	Non-white	0.07	7.93178241823672	Hendry
33947	Non-white	0.04	4.980211081794195	Charlotte
33948	Non-white	0.09000000000000001	5.863800957832029	Charlotte
33950	Non-white	0.03	5.605390789304262	Charlotte
33952	Non-white	0.13	5.558550464210842	Charlotte
33957	Non-white	0.01	3.101516600628501	Lee
33966	Non-white	0.07	11.902632886239443	Lee
33967	Non-white	0.06	8.567790202554818	Lee
33971	Non-white	0.28	8.668265273254358	Lee
33972	Non-white	0.18000000000000002	6.548501450209475	Lee
33974	Non-white	0.19	7.169003773159881	Lee
33976	Non-white	0.26	8.078925733077554	Lee
33980	Non-white	0.08	6.8280617598560935	Charlotte
33981	Non-white	0.03	5.373893223459279	Charlotte
33982	Non-white	0.03	5.081320373400057	Charlotte
33983	Non-white	0.13	6.6490066225165565	Charlotte
33991	Non-white	0.05	9.291170723041393	Lee
33993	Non-white	0.09000000000000001	8.030818849668519	Lee
34104	Non-white	0.07	8.258564437194128	Collier
34105	Non-white	0.06	5.574371217589251	Collier
34108	Non-white	0.02	5.683890577507598	Collier
34109	Non-white	0.07	7.649169106428601	Collier
34110	Non-white	0.03	6.4282141070535275	Collier
34110	Non-white	0.03	6.4282141070535275	Lee
34110	Non-white	0.03	0.01667500416875104	Collier
34110	Non-white	0.03	0.01667500416875104	Lee
34112	Non-white	0.11	6.795004433934378	Collier
34113	Non-white	0.15000000000000002	8.892897406989855	Collier
34114	Non-white	0.1	7.265543543873128	Collier
34116	Non-white	0.14	9.279720860679571	Collier
34117	Non-white	0.06999999999999999	7.171782381595164	Collier
34135	Non-white	0.04	6.210406284314553	Lee
34142	Non-white	0.21000000000000002	11.11220279033209	Collier
34142	Non-white	0.21000000000000002	11.11220279033209	Hendry
34142	Non-white	0.21000000000000002	0	Collier
34142	Non-white	0.21000000000000002	0	Hendry
34145	Non-white	0.01	4.110126724234608	Collier
34202	Non-white	0.03	6.425295287575598	Manatee
34203	Non-white	0.12	8.05214133586513	Manatee
34205	Non-white	0.16	8.044838050411842	Manatee
34207	Non-white	0.09000000000000001	6.896836768433815	Manatee
34208	Non-white	0.27	9.649251182984536	Manatee
34209	Non-white	0.04	6.536449448424883	Manatee
34210	Non-white	0.13	7.319888227432876	Manatee
34212	Non-white	0.09	7.861043118056863	Manatee
34219	Non-white	0.06	7.680808080808081	Manatee
34221	Non-white	0.18000000000000002	9.720214854283064	Manatee
34223	Non-white	0.03	0.02181500872600349	Charlotte
34223	Non-white	0.03	0.02181500872600349	Sarasota
34223	Non-white	0.03	3.779450261780105	Charlotte
34223	Non-white	0.03	3.779450261780105	Sarasota
34224	Non-white	0.02	5.346486420655219	Charlotte
34224	Non-white	0.02	5.346486420655219	Sarasota
34224	Non-white	0.02	0	Charlotte
34224	Non-white	0.02	0	Sarasota
34228	Non-white	0.01	2.993272003295345	Manatee
34228	Non-white	0.01	2.993272003295345	Sarasota
34228	Non-white	0.01	0.09611423863792394	Manatee
34228	Non-white	0.01	0.09611423863792394	Sarasota
34231	Non-white	0.04	6.308295705481032	Sarasota
34232	Non-white	0.03	7.128263337116912	Sarasota
34233	Non-white	0.03	6.709067372094332	Sarasota
34234	Non-white	0.38	8.831843881086996	Sarasota
34235	Non-white	0.04	6.750310396654251	Sarasota
34237	Non-white	0.13	9.722760223562615	Sarasota
34238	Non-white	0.03	5.691056910569105	Sarasota
34239	Non-white	0.05	7.947314838381267	Sarasota
34240	Non-white	0.04	0.03495892326516343	Manatee
34240	Non-white	0.04	0.03495892326516343	Sarasota
34240	Non-white	0.04	8.14542912078308	Manatee
34240	Non-white	0.04	8.14542912078308	Sarasota
34241	Non-white	0.03	4.862538540596095	Sarasota
34242	Non-white	0.02	5.519089082384461	Sarasota
34243	Non-white	0.08	5.940252656656531	Manatee
34243	Non-white	0.08	5.940252656656531	Sarasota
34243	Non-white	0.08	0.2351023478887809	Manatee
34243	Non-white	0.08	0.2351023478887809	Sarasota
34266	Non-white	0.14	10.490551987340593	Desoto
34266	Non-white	0.14	10.490551987340593	Sarasota
34266	Non-white	0.14	0	Desoto
34266	Non-white	0.14	0	Sarasota
34275	Non-white	0.06	4.6307151230949595	Sarasota
34285	Non-white	0.03	5.162708411515574	Sarasota
34287	Non-white	0.06999999999999999	4.459355560215279	Sarasota
34292	Non-white	0.01	5.552669177815301	Sarasota
34293	Non-white	0.03	4.879344361815146	Sarasota
34420	Non-white	0.05	6.338385261141473	Marion
34432	Non-white	0.1	5.3815197664325725	Marion
34436	Non-white	0.02	4.211041743175419	Citrus
34442	Non-white	0.1	6.121203904555315	Citrus
34446	Non-white	0.02	5.437149077575341	Citrus
34452	Non-white	0.03	9.048139124590438	Citrus
34453	Non-white	0.05	6.487148102815178	Citrus
34470	Non-white	0.16	7.593210063655653	Marion
34471	Non-white	0.13	11.331312660293774	Marion
34472	Non-white	0.25	7.293261868300154	Marion
34476	Non-white	0.13	6.903217492160316	Marion
34480	Non-white	0.13999999999999999	8.614759224515323	Marion
34481	Non-white	0.05	5.566951295139055	Marion
34491	Non-white	0.07	6.417674907943188	Marion
34601	Non-white	0.09999999999999999	6.6794147729799445	Hernando
34604	Non-white	0.06999999999999999	5.353743654822335	Hernando
34606	Non-white	0.03	6.225881142269102	Hernando
34608	Non-white	0.08	5.447962760760876	Hernando
34609	Non-white	0.09000000000000001	6.675823525232671	Hernando
34610	Non-white	0.05	4.803374608790312	Pasco
34613	Non-white	0.05	6.170497656773042	Hernando
34638	Non-white	0.15000000000000002	7.350833653745324	Pasco
34639	Non-white	0.1	6.164313658785508	Pasco
34652	Non-white	0.03	6.209895305639987	Pasco
34653	Non-white	0.05	6.583208049034347	Pasco
34654	Non-white	0.05	6.5053411816001745	Pasco
34655	Non-white	0.05	7.1121513183034	Pasco
34667	Non-white	0.04	5.851767251743207	Pasco
34668	Non-white	0.05	5.466705437627217	Pasco
34669	Non-white	0.06	5.960613349368611	Pasco
34677	Non-white	0.09	5.737741891830935	Pinellas
34683	Non-white	0.05	5.323148534940622	Pinellas
34684	Non-white	0.07	5.76526402640264	Pinellas
34685	Non-white	0.06999999999999999	5.5561729081009	Pinellas
34688	Non-white	0.04	6.905817546688163	Pinellas
34689	Non-white	0.1	6.5986518491528505	Pinellas
34690	Non-white	0.07	6.749649368863955	Pasco
34691	Non-white	0.08	5.973243816952165	Pasco
34695	Non-white	0.08	5.603307583505603	Pinellas
34698	Non-white	0.05	5.358987603305785	Pinellas
34711	Non-white	0.13999999999999999	6.8870344514076045	Lake
34731	Non-white	0.09	4.468972943868623	Lake
34741	Non-white	0.16999999999999998	13.391322573883881	Osceola
34743	Non-white	0.21	9.262009798488107	Osceola
34744	Non-white	0.16999999999999998	12.115377883571954	Osceola
34746	Non-white	0.16	11.029859841560025	Osceola
34747	Non-white	0.1	11.473260279104618	Osceola
34748	Non-white	0.19999999999999998	7.001525877379493	Lake
34758	Non-white	0.30000000000000004	8.277124910182417	Osceola
34759	Non-white	0.27	0.05894922997568344	Osceola
34759	Non-white	0.27	0.05894922997568344	Polk
34759	Non-white	0.27	6.494240168987793	Osceola
34759	Non-white	0.27	6.494240168987793	Polk
34761	Non-white	0.3	8.267922553636838	Orange
34769	Non-white	0.09	9.025805161032206	Osceola
34771	Non-white	0.09000000000000001	8.398251947558427	Osceola
34772	Non-white	0.12000000000000001	9.018322941850109	Osceola
34785	Non-white	0.18	2.4437619760086093	Sumter
34786	Non-white	0.16	7.142857142857142	Orange
34787	Non-white	0.23	0.020006859494683893	Lake
34787	Non-white	0.23	0.020006859494683893	Orange
34787	Non-white	0.23	8.33285697953584	Lake
34787	Non-white	0.23	8.33285697953584	Orange
34788	Non-white	0.02	5.111856208431814	Lake
34950	Non-white	0.56	9.215202071914714	St. Lucie
34951	Non-white	0.13	4.694259324213726	St. Lucie
34952	Non-white	0.13	6.844371737195372	St. Lucie
34953	Non-white	0.26	7.148009334559083	St. Lucie
34956	Non-white	0.34	11.815168648859427	Martin
34957	Non-white	0.04	4.275124978451991	Martin
34957	Non-white	0.04	4.275124978451991	St. Lucie
34957	Non-white	0.04	0.07757283227029822	Martin
34957	Non-white	0.04	0.07757283227029822	St. Lucie
34972	Non-white	0.15000000000000002	9.163193945490253	Okeechobee
34972	Non-white	0.15000000000000002	9.163193945490253	Osceola
34972	Non-white	0.15000000000000002	9.163193945490253	St. Lucie
34972	Non-white	0.15000000000000002	0.019159840973319922	Okeechobee
34972	Non-white	0.15000000000000002	0.019159840973319922	Osceola
34972	Non-white	0.15000000000000002	0.019159840973319922	St. Lucie
34972	Non-white	0.15000000000000002	0.019159840973319922	Okeechobee
34972	Non-white	0.15000000000000002	0.019159840973319922	Osceola
34972	Non-white	0.15000000000000002	0.019159840973319922	St. Lucie
34974	Non-white	0.06999999999999999	0.016700066800267203	Glades
34974	Non-white	0.06999999999999999	0.016700066800267203	Highlands
34974	Non-white	0.06999999999999999	0.016700066800267203	Martin
34974	Non-white	0.06999999999999999	0.016700066800267203	Okeechobee
34974	Non-white	0.06999999999999999	0.016700066800267203	Palm Beach
34974	Non-white	0.06999999999999999	0.016700066800267203	Glades
34974	Non-white	0.06999999999999999	0.016700066800267203	Highlands
34974	Non-white	0.06999999999999999	0.016700066800267203	Martin
34974	Non-white	0.06999999999999999	0.016700066800267203	Okeechobee
34974	Non-white	0.06999999999999999	0.016700066800267203	Palm Beach
34974	Non-white	0.06999999999999999	0.020875083500334003	Glades
34974	Non-white	0.06999999999999999	0.020875083500334003	Highlands
34974	Non-white	0.06999999999999999	0.020875083500334003	Martin
34974	Non-white	0.06999999999999999	0.020875083500334003	Okeechobee
34974	Non-white	0.06999999999999999	0.020875083500334003	Palm Beach
34974	Non-white	0.06999999999999999	6.43370073480294	Glades
34974	Non-white	0.06999999999999999	6.43370073480294	Highlands
34974	Non-white	0.06999999999999999	6.43370073480294	Martin
34974	Non-white	0.06999999999999999	6.43370073480294	Okeechobee
34974	Non-white	0.06999999999999999	6.43370073480294	Palm Beach
34974	Non-white	0.06999999999999999	0	Glades
34974	Non-white	0.06999999999999999	0	Highlands
34974	Non-white	0.06999999999999999	0	Martin
34974	Non-white	0.06999999999999999	0	Okeechobee
34974	Non-white	0.06999999999999999	0	Palm Beach
34982	Non-white	0.17	7.642729261985279	St. Lucie
34983	Non-white	0.19	7.176888224578448	St. Lucie
34984	Non-white	0.28	6.442157779856564	St. Lucie
34990	Non-white	0.04	6.023534117803927	Martin
34990	Non-white	0.04	6.023534117803927	St. Lucie
34990	Non-white	0.04	0.0233341111370379	Martin
34990	Non-white	0.04	0.0233341111370379	St. Lucie
34994	Non-white	0.13	8.252808988764045	Martin
34997	Non-white	0.060000000000000005	6.372109697078329	Martin
