Zipcode	Median_Income	Prevelance
32825	27780	8.267388927866339
32826	21013	5.433423195575442
32835	28408	7.321435999833604
32837	26458	10.54375365425843
32839	21114	7.951064553946225
32901	21434	8.19482641795209
32904	31304	7.632708942684673
32905	22564	6.4887134151574974
32907	25287	6.3814197215622706
32909	24690	7.628555886211641
32922	19779	6.164342569872524
32926	26477	4.120465434633813
32927	30524	4.069109106184023
32931	35032	5.279209933919105
32934	33896	5.694844281601675
32935	27364	5.234293479579703
32937	36549	5.121411201045333
32940	34309	5.335420075407271
32951	38383	3.5827626524135625
32952	36004	4.788705523228084
32953	30620	5.65186515727474
32955	33642	4.9988428604489705
32958	28259	5.318516965440123
32960	24058	10.09257578507896
32962	25033	6.062209456139687
32963	53488	4.738138018233846
32963	53488	0.0266187529114261
32966	26388	5.898602534936626
32968	32412	6.515128478029498
32976	20738	4.652441706995161
33004	25893	8.54371346847407
33009	24329	9.524267641541199
33010	17141	17.104274410997657
33012	17130	16.6725361651406
33013	17334	18.570257315842582
33014	21866	15.399293960499952
33015	23843	15.161256715929216
33016	21507	16.60541586073501
33018	25009	18.33055654355192
33020	25384	9.557667176113585
33021	30512	10.336196712120302
33023	24203	10.187500844902871
33024	27430	11.224969937784284
33025	34381	11.394835757476713
33026	36397	8.692107491141702
33027	37470	10.548954333459681
33028	45339	13.490762812872466
33029	39196	10.016403313884679
33030	19396	14.63898252273178
33032	24300	15.037399022638876
33033	21862	14.373491707600937
33034	17279	12.428868214253455
33034	17279	0
33037	32511	7.914201183431953
33040	36352	8.22140349859302
33050	33054	6.883405697341946
33055	21339	16.632830271751097
33056	21752	12.9880919412905
33060	23698	9.21514410294587
33062	38289	6.914331041776838
33063	27198	9.156049500063977
33064	26283	10.443280635635391
33065	27414	9.618194633064585
33066	31695	8.237822349570202
33067	41137	8.615395862270633
33068	25297	9.679804356480691
33069	25453	9.961617741132986
33071	38250	8.85234252068423
33073	38169	10.384985018938323
33076	58181	7.891842111995088
33125	15807	17.826541958270653
33126	20013	15.836258634356245
33127	18189	10.576139426995173
33130	21636	18.717422739348287
33131	64850	17.800508740596417
33135	17261	13.576567317574511
33137	39301	16.74145066434328
33140	45008	17.027786137024776
33141	27267	10.460671897002616
33142	16886	14.63782100113419
33143	35954	16.808346213292115
33144	20990	15.273991275899673
33145	25533	13.056360498811578
33147	17687	13.666311099956078
33150	20970	9.918386618103332
33155	28664	15.209043911019585
33156	49552	12.86626484454258
33157	26821	13.552738862945668
33160	31879	12.28575034709075
33161	22153	8.952431854623196
33162	22995	9.980264414404855
33165	21675	17.924832503314107
33166	25831	19.177688326624498
33168	20946	9.48420515065295
33169	24535	10.680824484697064
33172	23571	17.972137651074824
33173	30182	13.623862915168184
33174	21592	15.879429119553528
33175	24750	17.492689510384643
33176	30890	12.786872705018359
33177	25215	15.79112053680075
33178	31951	26.52185572539555
33179	28106	11.623553821519588
33180	41284	12.610585370364664
33181	24377	10.158619660882104
33183	28070	15.256637168141593
33184	20776	15.928391094789992
33185	32713	14.872923243725882
33186	32270	13.567897814263427
33187	30617	15.016501650165019
33189	26919	12.91011147126255
33190	27261	12.113705332259862
33193	26202	14.502290045800917
33196	31215	14.038494165551304
33301	58345	14.30477715505738
33305	44113	8.861070201276387
33308	41956	9.15219462152854
33309	25550	9.52893937910097
33311	19546	8.637755839785468
33312	26532	9.683894535064558
33313	21107	8.139460870118711
33314	25565	11.580646344594843
33315	40112	12.861386856024925
33317	31181	9.173237567335466
33319	25015	9.601162740990894
33321	27182	9.436230569674983
33322	28381	7.701358160472671
33323	38738	10.20276199713639
33324	34462	8.29238454480579
33325	33517	11.062685144199666
33326	39902	11.045091238123964
33328	38857	8.75244717477891
33334	27483	10.083406794602293
33351	29516	11.065447734071403
33401	27555	11.440722278383937
33407	22989	10.275427086304713
33408	41383	6.48651617509749
33409	25982	8.222931470552812
33410	37763	7.287184017783351
33411	32651	7.239544564827834
33412	42234	5.720010341261634
33413	26381	9.298335906673529
33414	39874	6.661448396197185
33415	21949	9.90133420864629
33417	25127	7.293364549684379
33418	42274	5.937545814396716
33426	31484	9.08824268834325
33428	31143	9.765690982360464
33430	16787	9.550319350940791
33432	41754	8.571289110167424
33433	39376	10.000745212012818
33434	32390	6.360441276969637
33435	26244	8.22595808217663
33436	30267	6.507226505428308
33437	32562	4.76252883204026
33440	21287	11.330398259197409
33440	21287	0.025302363240726686
33441	26547	9.804926252607693
33442	31191	9.073332412650187
33444	25838	8.09854860348823
33445	31054	7.504021701416269
33446	30713	6.767668999461662
33455	29936	5.545045045045045
33458	39506	0.006812685219879415
33458	39506	6.800763020744627
33460	22456	9.142541368618181
33461	22079	9.110715407981566
33462	29017	8.068349327637556
33463	25611	8.495210532110669
33467	31653	7.215126886714214
33469	40850	0.17421602787456447
33469	40850	5.97024926293219
33470	33458	7.855913899769375
33472	36762	5.119196988707653
33477	45753	4.750951776649746
33478	42848	0
33478	42848	5.516456955996303
33480	63548	5.483002691655867
33484	27586	6.585801741511084
33487	41783	7.481742999468008
33496	47446	6.995117620949845
33510	30784	6.46851964563468
33511	31692	7.283327384291129
33513	20783	6.678203413828365
33523	23656	0.04778338200159278
33523	23656	6.105654366870188
33525	23921	7.24144634525661
33527	26430	8.461436522661012
33540	21603	0
33540	21603	6.25288950531669
33541	25319	6.760133259300388
33542	22125	5.481253116924332
33543	39887	7.227589146185538
33544	39694	5.796998616383439
33545	36901	6.584320130665578
33547	47259	5.9095997220828345
33547	47259	0
33549	37639	5.256139571063452
33549	37639	0.2833648183131459
33556	45947	7.885428349581572
33556	45947	0.6643085152273316
33558	42962	6.767568459254371
33558	42962	0.14434180138568128
33559	30741	4.779949114924484
33559	30741	0.2002923185189195
33563	25783	8.133271501444726
33565	27038	5.693013882669055
33566	32138	7.928388746803069
33567	26702	7.027470274702748
33569	35287	6.02981506223191
33570	25971	8.549404344779257
33572	41707	6.364082433758587
33573	29565	7.207596029348295
33578	34447	7.502953168463971
33579	38295	7.240661019302874
33584	31246	6.306440779162624
33592	21781	5.94145158496449
33594	31475	6.201883174494148
33596	40543	5.173532273759325
33598	25431	10.507156036503266
33598	25431	0.0199471400787912
33602	46981	11.26652123700757
33603	27561	7.296639520733876
33604	22548	6.82001817998182
33605	17116	8.382894364202775
33607	25843	13.328412073490814
33609	42961	8.553383786138182
33610	21998	7.487339473065664
33611	40087	7.375264590263078
33612	20058	6.760073437047058
33613	21190	8.80066170388751
33614	21343	11.284141867101509
33615	27019	9.521805017679744
33617	26232	5.893636306148689
33618	39676	6.792921906990348
33619	23839	8.717449865309787
33624	34731	7.039670376604779
33625	35258	8.23292437282549
33626	51794	5.975343980743584
33629	63384	7.246591035068918
33634	26719	9.406223865487037
33647	41551	5.003943439806209
33701	30096	11.838758901322482
33702	30129	6.249414410193947
33703	40285	6.155881551811355
33704	48402	5.3821693557884815
33705	27296	8.701528225387255
33706	43731	6.029042338092029
33707	28886	6.504623087172447
33708	35763	5.6208418827333215
33709	25357	7.059588122994436
33710	31631	6.510431885921338
33712	26088	8.557684533915435
33713	30285	6.37442809447261
33714	21770	5.35991950974115
33716	38806	7.932244271461462
33755	22640	7.360234445446348
33756	25746	8.836949162520973
33759	31305	6.8490897126562835
33760	26608	6.806645131518228
33761	31495	5.2440133373749624
33763	28422	5.0076026355803345
33764	31630	6.526354319180087
33765	26592	7.236842105263158
33767	46667	7.353730542136338
33770	26347	5.873737184061291
33771	24800	6.300016466326362
33772	30667	6.261621621621622
33773	28677	7.473714123330491
33774	31843	6.13361330607283
33776	31822	5.8645841007883295
33777	32743	7.6725579173632665
33778	27512	6.946920861335894
33781	25472	6.879626649501127
33782	29062	6.505140127116836
33785	41101	5.541237113402062
33801	20969	6.499854524294443
33803	28775	6.4969450101833
33805	21973	9.784950448509539
33809	27900	7.651497676870861
33810	28372	0.007821818964000079
33810	28372	7.164786171024072
33811	31657	7.8993406001884
33813	38200	6.934631286962893
33815	21548	7.446527594401902
33823	25211	7.321136397441618
33825	21895	0
33825	21895	6.794095382286147
33825	21895	0.27252081756245267
33830	26173	9.140008309098462
33837	26353	10.063981197362407
33843	20614	7.931472081218274
33844	22838	10.618239285033106
33850	25521	7.364247957712639
33852	22657	6.2040855016825445
33853	22306	8.120868744098205
33860	27516	6.719220615029934
33870	19052	8.719260455932508
33872	24884	5.740124348426804
33873	21257	11.304900437791272
33875	26900	5.502516924145113
33880	25292	7.944421135763468
33881	21993	10.984274898078043
33884	30485	7.536150410693651
33897	26228	7.739978902953587
33898	22706	0
33898	22706	5.108971708700018
33901	22402	9.25856581164576
33903	25851	5.596504391578762
33904	28296	6.549572154667696
33905	25186	7.516270137629361
33907	26905	7.712145400957877
33908	32191	7.901295429025279
33909	27303	8.088188976377953
33912	36042	14.480317494368766
33913	35529	6.75765776365847
33914	32324	7.222904312844491
33916	21789	9.772353153731883
33917	26588	0.013311591067922393
33917	26588	5.194848414256715
33919	31724	6.317177711836465
33928	37904	6.85334712223062
33935	21439	0.11057712754646365
33935	21439	7.93178241823672
33947	25853	4.980211081794195
33948	25123	5.863800957832029
33950	31889	5.605390789304262
33952	23354	5.558550464210842
33957	49500	3.101516600628501
33966	32172	11.902632886239443
33967	30879	8.567790202554818
33971	25195	8.668265273254358
33972	25937	6.548501450209475
33974	22686	7.169003773159881
33976	24912	8.078925733077554
33980	25973	6.8280617598560935
33981	27170	5.373893223459279
33982	22932	5.081320373400057
33983	28088	6.6490066225165565
33991	31632	9.291170723041393
33993	26354	8.030818849668519
34104	27691	8.258564437194128
34105	40925	5.574371217589251
34108	48238	5.683890577507598
34109	37527	7.649169106428601
34110	37643	6.4282141070535275
34110	37643	0.01667500416875104
34112	30225	6.795004433934378
34113	26356	8.892897406989855
34114	29195	7.265543543873128
34116	24823	9.279720860679571
34117	31139	7.171782381595164
34135	31429	6.210406284314553
34142	17621	11.11220279033209
34142	17621	0
34145	38369	4.110126724234608
34202	41938	6.425295287575598
34203	29128	8.05214133586513
34205	25237	8.044838050411842
34207	24178	6.896836768433815
34208	22744	9.649251182984536
34209	30674	6.536449448424883
34210	28934	7.319888227432876
34212	40674	7.861043118056863
34219	37018	7.680808080808081
34221	26796	9.720214854283064
34223	28902	0.02181500872600349
34223	28902	3.779450261780105
34224	22963	5.346486420655219
34224	22963	0
34228	50441	2.993272003295345
34228	50441	0.09611423863792394
34231	31419	6.308295705481032
34232	32057	7.128263337116912
34233	34562	6.709067372094332
34234	22373	8.831843881086996
34235	32084	6.750310396654251
34237	26746	9.722760223562615
34238	40417	5.691056910569105
34239	32540	7.947314838381267
34240	40943	0.03495892326516343
34240	40943	8.14542912078308
34241	37798	4.862538540596095
34242	52219	5.519089082384461
34243	32609	5.940252656656531
34243	32609	0.2351023478887809
34266	21265	10.490551987340593
34266	21265	0
34275	33875	4.6307151230949595
34285	32874	5.162708411515574
34287	26896	4.459355560215279
34292	34681	5.552669177815301
34293	32564	4.879344361815146
34420	25305	6.338385261141473
34432	23163	5.3815197664325725
34436	22372	4.211041743175419
34442	25640	6.121203904555315
34446	26632	5.437149077575341
34452	25199	9.048139124590438
34453	22132	6.487148102815178
34470	24850	7.593210063655653
34471	29293	11.331312660293774
34472	23023	7.293261868300154
34476	25966	6.903217492160316
34480	26768	8.614759224515323
34481	25640	5.566951295139055
34491	24125	6.417674907943188
34601	23240	6.6794147729799445
34604	27310	5.353743654822335
34606	23745	6.225881142269102
34608	23802	5.447962760760876
34609	28039	6.675823525232671
34610	25666	4.803374608790312
34613	24350	6.170497656773042
34638	43003	7.350833653745324
34639	40168	6.164313658785508
34652	23623	6.209895305639987
34653	24187	6.583208049034347
34654	24517	6.5053411816001745
34655	34259	7.1121513183034
34667	25007	5.851767251743207
34668	22280	5.466705437627217
34669	24874	5.960613349368611
34677	31924	5.737741891830935
34683	35833	5.323148534940622
34684	28947	5.76526402640264
34685	38647	5.5561729081009
34688	39254	6.905817546688163
34689	25095	6.5986518491528505
34690	22983	6.749649368863955
34691	24881	5.973243816952165
34695	33962	5.603307583505603
34698	28783	5.358987603305785
34711	30774	6.8870344514076045
34731	27009	4.468972943868623
34741	21673	13.391322573883881
34743	21164	9.262009798488107
34744	22436	12.115377883571954
34746	23163	11.029859841560025
34747	31955	11.473260279104618
34748	24929	7.001525877379493
34758	21797	8.277124910182417
34759	25150	0.05894922997568344
34759	25150	6.494240168987793
34761	31374	8.267922553636838
34769	23907	9.025805161032206
34771	27218	8.398251947558427
34772	30588	9.018322941850109
34785	26759	2.4437619760086093
34786	48579	7.142857142857142
34787	35719	0.020006859494683893
34787	35719	8.33285697953584
34788	24433	5.111856208431814
34950	18375	9.215202071914714
34951	24259	4.694259324213726
34952	26429	6.844371737195372
34953	27380	7.148009334559083
34956	20548	11.815168648859427
34957	31322	4.275124978451991
34957	31322	0.07757283227029822
34972	21901	9.163193945490253
34972	21901	0.019159840973319922
34972	21901	0.019159840973319922
34974	23392	0.016700066800267203
34974	23392	0.016700066800267203
34974	23392	0.020875083500334003
34974	23392	6.43370073480294
34974	23392	0
34982	23787	7.642729261985279
34983	25719	7.176888224578448
34984	30601	6.442157779856564
34990	39420	6.023534117803927
34990	39420	0.0233341111370379
34994	28501	8.252808988764045
34997	29274	6.372109697078329
