Zipcode	Proportion	Prevelance	COUNTYNAME
34677	17	5.737741891830935	Pinellas
34683	17	5.323148534940622	Pinellas
34684	24.000000000000004	5.76526402640264	Pinellas
34685	18	5.5561729081009	Pinellas
34688	21	6.905817546688163	Pinellas
34689	32	6.5986518491528505	Pinellas
34690	43	6.749649368863955	Pasco
34691	36	5.973243816952165	Pasco
34695	18	5.603307583505603	Pinellas
34698	31	5.358987603305785	Pinellas
34711	19	6.8870344514076045	Lake
34731	28.000000000000004	4.468972943868623	Lake
34741	39	13.391322573883881	Osceola
34743	27	9.262009798488107	Osceola
34744	25	12.115377883571954	Osceola
34746	26	11.029859841560025	Osceola
34747	16	11.473260279104618	Osceola
34748	32	7.001525877379493	Lake
34758	23	8.277124910182417	Osceola
34759	27	0.05894922997568344	Osceola
34759	27	0.05894922997568344	Polk
34759	27	6.494240168987793	Osceola
34759	27	6.494240168987793	Polk
34761	18	8.267922553636838	Orange
34769	27	9.025805161032206	Osceola
34771	15	8.398251947558427	Osceola
34772	15	9.018322941850109	Osceola
34785	21.000000000000004	2.4437619760086093	Sumter
34786	13	7.142857142857142	Orange
34787	18	0.020006859494683893	Lake
34787	18	0.020006859494683893	Orange
34787	18	8.33285697953584	Lake
34787	18	8.33285697953584	Orange
34788	28.999999999999996	5.111856208431814	Lake
34950	50	9.215202071914714	St. Lucie
34951	32	4.694259324213726	St. Lucie
34952	29.000000000000004	6.844371737195372	St. Lucie
34953	17	7.148009334559083	St. Lucie
34956	33	11.815168648859427	Martin
34957	28.000000000000004	4.275124978451991	Martin
34957	28.000000000000004	4.275124978451991	St. Lucie
34957	28.000000000000004	0.07757283227029822	Martin
34957	28.000000000000004	0.07757283227029822	St. Lucie
34972	35	9.163193945490253	Okeechobee
34972	35	9.163193945490253	Osceola
34972	35	9.163193945490253	St. Lucie
34972	35	0.019159840973319922	Okeechobee
34972	35	0.019159840973319922	Osceola
34972	35	0.019159840973319922	St. Lucie
34972	35	0.019159840973319922	Okeechobee
34972	35	0.019159840973319922	Osceola
34972	35	0.019159840973319922	St. Lucie
34974	34	0.016700066800267203	Glades
34974	34	0.016700066800267203	Highlands
34974	34	0.016700066800267203	Martin
34974	34	0.016700066800267203	Okeechobee
34974	34	0.016700066800267203	Palm Beach
34974	34	0.016700066800267203	Glades
34974	34	0.016700066800267203	Highlands
34974	34	0.016700066800267203	Martin
34974	34	0.016700066800267203	Okeechobee
34974	34	0.016700066800267203	Palm Beach
34974	34	0.020875083500334003	Glades
34974	34	0.020875083500334003	Highlands
34974	34	0.020875083500334003	Martin
34974	34	0.020875083500334003	Okeechobee
34974	34	0.020875083500334003	Palm Beach
34974	34	6.43370073480294	Glades
34974	34	6.43370073480294	Highlands
34974	34	6.43370073480294	Martin
34974	34	6.43370073480294	Okeechobee
34974	34	6.43370073480294	Palm Beach
34974	34	0	Glades
34974	34	0	Highlands
34974	34	0	Martin
34974	34	0	Okeechobee
34974	34	0	Palm Beach
34982	39	7.642729261985279	St. Lucie
34983	20	7.176888224578448	St. Lucie
34984	21.000000000000004	6.442157779856564	St. Lucie
34990	14.000000000000002	6.023534117803927	Martin
34990	14.000000000000002	6.023534117803927	St. Lucie
34990	14.000000000000002	0.0233341111370379	Martin
34990	14.000000000000002	0.0233341111370379	St. Lucie
34994	30	8.252808988764045	Martin
34997	22	6.372109697078329	Martin
